Organism	Element ID	Element Description	Promoter	Transgenesis	Stage	Expression	Tissues	Genome Assembly	Element Coordinates
Human	hs932.1	rs642961 minor	Hsp68	random	e11.5	positive	Branchial arch, Eye, Limb, Nose	hg38	chr1:209815705-209816479
Human	hs932.2	Brazilian insertion variant	Hsp68	random	e11.5	allelic		hg38	chr1:209815705-209816479
Human	hs932.3	rs76145088	Hsp68	random	e12.5	positive	Branchial arch, Ear, Eye, Limb, Nose	hg38	chr1:209815705-209816479
Human	hs933.0	reference	Hsp68	random	e11.5	negative		hg38	chr17:48604888-48605404
Human	hs934.0	reference	Hsp68	random	e11.5	negative		hg38	chr10:117096189-117097238
Human	hs935.0	reference	Hsp68	random	e11.5	positive	Midbrain	hg38	chr10:117550976-117551947
Human	hs936.0	reference	Hsp68	random	e11.5	negative		hg38	chr3:18986255-18987863
Human	hs937.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:57918972-57920354
Human	hs938.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:104571403-104572401
Human	hs939.0	reference	Hsp68	random	e11.5	negative		hg38	chr10:101334855-101335629
Human	hs940.0	reference	Hsp68	random	e11.5	negative		hg38	chr12:17557350-17558280
Human	hs941.0	reference	Hsp68	random	e11.5	negative		hg38	chr16:5741186-5742172
Human	hs942.0	reference	Hsp68	random	e11.5	negative		hg38	chr6:50158801-50160250
Human	hs943.0	reference	Hsp68	random	e11.5	negative		hg38	chr12:79345453-79346790
Human	hs944.0	reference	Hsp68	random	e11.5	negative		hg38	chr14:29144100-29145522
Human	hs945.0	reference	Hsp68	random	e11.5	negative		hg38	chr21:31278528-31279396
Human	hs946.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:60090294-60091059
Human	hs947.0	reference	Hsp68	random	e11.5	positive	Forebrain	hg38	chr18:65411026-65411603
Human	hs948.0	reference	Hsp68	random	e11.5	negative		hg38	chr4:150367205-150368217
Human	hs950.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:198817248-198818557
Human	hs951.0	reference	Hsp68	random	e11.5	negative		hg38	chr10:105559442-105560153
Human	hs952.0	reference	Hsp68	random	e11.5	positive	Dorsal root ganglion, Eye, Forebrain, Facial mesenchyme, Hindbrain, Midbrain, Neural tube, Trigeminal V (ganglion, cranial)	hg38	chr5:92146639-92148732
Human	hs953.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain, Neural tube	hg38	chr2:174338535-174340167
Human	hs954.0	reference	Hsp68	random	e11.5	negative		hg38	chr7:114647932-114650502
Human	hs956.0	reference	Hsp68	random	e11.5	positive	Forebrain, Midbrain	hg38	chr7:114659656-114662023
Human	hs957.0	reference	Hsp68	random	e11.5	positive	Forebrain	hg38	chr2:60534269-60535938
Human	hs958.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:103444276-103446103
Human	hs960.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:104431169-104432340
Human	hs961.0	reference	Hsp68	random	e11.5	negative		hg38	chr7:50293452-50294868
Human	hs962.0	reference	Hsp68	random	e11.5	negative		hg38	chr18:25167346-25169011
Human	hs965.0	reference	Hsp68	random	e11.5	positive	Limb, Other	hg38	chr3:71050006-71051700
Human	hs966.0	reference	Hsp68	random	e11.5	positive	Hindbrain	hg38	chr7:114686857-114689717
Human	hs967.0	reference	Hsp68	random	e11.5	positive	Forebrain	hg38	chr12:103090564-103091741
Human	hs967.0	reference	Hsp68	random	e12.5	positive	Forebrain	hg38	chr12:103090564-103091741
Human	hs969.0	reference	Hsp68	random	e11.5	positive	Forebrain	hg38	chr2:104701122-104703398
Human	hs970.0	reference	Hsp68	random	e11.5	negative		hg38	chr1:164703550-164704969
Human	hs971.0	reference	Hsp68	random	e11.5	positive	Cranial nerve, Forebrain, Neural tube	hg38	chr5:92634455-92636327
Human	hs972.0	reference	Hsp68	random	e11.5	negative		hg38	chr7:50318042-50319048
Human	hs973.0	reference	Hsp68	random	e11.5	negative		hg38	chr3:71458318-71459723
Human	hs974.0	reference	Hsp68	random	e11.5	positive	Other	hg38	chr9:80797785-80799057
Human	hs975.0	reference	Hsp68	random	e11.5	positive	Midbrain	hg38	chr2:59077839-59079758
Human	hs977.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:103447140-103449354
Human	hs978.0	reference	Hsp68	random	e11.5	positive	Forebrain, Neural tube	hg38	chr6:97306167-97307637
Human	hs978.1	reference 2	Shh	targeted (H11)	e11.5	positive	Forebrain, Neural tube	hg38	chr6:97306167-97307637
Human	hs978.2	MPRA synthetic variant	Shh	targeted (H11)	e11.5	allelic		hg38	chr6:97306167-97307637
Human	hs980.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Midbrain	hg38	chr12:17695177-17696413
Human	hs981.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain, Midbrain	hg38	chr4:112521234-112522374
Human	hs982.0	reference	Hsp68	random	e11.5	negative		hg38	chr5:91489946-91491350
Human	hs983.0	reference	Hsp68	random	e11.5	negative		hg38	chr9:125763069-125764935
Human	hs984.0	reference	Hsp68	random	e11.5	negative		hg38	chr14:36438356-36439990
Human	hs985.0	reference	Hsp68	random	e11.5	negative		hg38	chr6:97934586-97936053
Human	hs985.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr6:97934586-97936053
Human	hs987.0	reference	Hsp68	random	e11.5	positive	Forebrain	hg38	chr9:126107167-126108655
Human	hs988.0	reference	Hsp68	random	e11.5	negative		hg38	chr1:88410048-88411509
Human	hs989.0	reference	Hsp68	random	e11.5	negative		hg38	chr5:91472553-91474026
Human	hs990.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Other	hg38	chr2:104900279-104902032
Human	hs992.0	reference	Hsp68	random	e11.5	negative		hg38	chr20:40234106-40235385
Human	hs993.0	reference	Hsp68	random	e11.5	positive	Hindbrain	hg38	chr12:17158850-17160825
Human	hs995.0	reference	Hsp68	random	e11.5	negative		hg38	chr6:97830906-97832818
Human	hs996.0	reference	Hsp68	random	e11.5	negative		hg38	chr20:40854707-40855953
Human	hs997.0	reference	Hsp68	random	e11.5	negative		hg38	chr3:71450326-71451819
Human	hs998.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain, Midbrain, Nose	hg38	chr12:103012346-103014376
Human	hs999.0	reference	Hsp68	random	e11.5	positive	Facial mesenchyme, Midbrain	hg38	chr7:114502077-114503472
Human	hs1000.0	reference	Hsp68	random	e11.5	negative		hg38	chr9:125904132-125905273
Human	hs1001.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain, Midbrain, Neural tube, Other	hg38	chr1:38246403-38247845
Human	hs1002.0	reference	Hsp68	random	e11.5	positive	Heart	hg38	chr1:87642401-87643713
Human	hs1003.0	reference	Hsp68	random	e11.5	negative		hg38	chr6:41466717-41467957
Human	hs1004.0	reference	Hsp68	random	e11.5	positive	Branchial arch, Hindbrain, Limb, Midbrain, Nose	hg38	chr9:80066353-80067777
Human	hs1005.0	reference	Hsp68	random	e11.5	negative		hg38	chr10:123143411-123145122
Human	hs1006.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain, Midbrain	hg38	chr10:100485085-100486577
Human	hs1006.0	reference	Hsp68	random	e13.5	positive	Eye, Forebrain, Hindbrain, Midbrain	hg38	chr10:100485085-100486577
Human	hs1006.0	reference	Hsp68	random	e15.5	negative		hg38	chr10:100485085-100486577
Human	hs1007.0	reference	Hsp68	random	e11.5	positive	Forebrain, Facial mesenchyme	hg38	chr7:20958049-20959483
Human	hs1008.0	reference	Hsp68	random	e11.5	negative		hg38	chr1:38270270-38271704
Human	hs1010.0	reference	Hsp68	random	e11.5	negative		hg38	chr3:71541746-71543635
Human	hs1011.0	reference	Hsp68	random	e11.5	positive	Forebrain	hg38	chr18:78701276-78702723
Human	hs1012.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:58543169-58544155
Human	hs1013.0	reference	Hsp68	random	e11.5	positive	Forebrain	hg38	chr18:55032639-55033995
Human	hs1014.0	reference	Hsp68	random	e11.5	negative		hg38	chr6:98558018-98559623
Human	hs1015.0	reference	Hsp68	random	e11.5	positive	Midbrain	hg38	chr9:126157395-126158153
Human	hs1017.0	reference	Hsp68	random	e11.5	positive	Forebrain	hg38	chr9:125883183-125884818
Human	hs1018.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:58582661-58584476
Human	hs1019.0	reference	Hsp68	random	e11.5	positive	Forebrain	hg38	chr7:20799224-20800776
Human	hs1020.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Neural tube	hg38	chr18:77784382-77786551
Human	hs1021.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:59771203-59772521
Human	hs1022.0	reference	Hsp68	random	e11.5	positive	Cranial nerve, Dorsal root ganglion, Forebrain, Hindbrain, Midbrain, Neural tube, Trigeminal V (ganglion, cranial)	hg38	chr5:159059112-159060490
Human	hs1024.0	reference	Hsp68	random	e11.5	positive	Cranial nerve, Forebrain, Nose	hg38	chr5:92977133-92978938
Human	hs1024.0	reference	Shh	targeted (H11)	e11.5	positive	Cranial nerve, Forebrain, Nose	hg38	chr5:92977133-92978938
Human	hs1025.0	reference	Hsp68	random	e11.5	positive	Forebrain	hg38	chr2:72897601-72898962
Human	hs1026.0	reference	Hsp68	random	e11.5	negative		hg38	chr9:79629886-79631843
Human	hs1027.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain	hg38	chr18:25164704-25166306
Human	hs1029.0	reference	Hsp68	random	e11.5	negative		hg38	chrX:83510966-83512813
Human	hs1030.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Midbrain	hg38	chr9:125754655-125756093
Human	hs1031.0	reference	Hsp68	random	e11.5	positive	Nose	hg38	chr1:38726937-38728462
Human	hs1032.0	reference	Hsp68	random	e11.5	positive	Forebrain, Midbrain	hg38	chr10:117549689-117551033
Human	hs1033.0	reference	Hsp68	random	e11.5	negative		hg38	chr6:108114126-108115302
Human	hs1034.0	reference	Hsp68	random	e11.5	negative		hg38	chr5:92364417-92365760
Human	hs1035.0	reference	Hsp68	random	e11.5	positive	Forebrain, Limb	hg38	chr6:97626215-97627846
Human	hs1038.0	reference	Hsp68	random	e11.5	negative		hg38	chr3:148030228-148031792
Human	hs1039.0	reference	Hsp68	random	e11.5	positive	Cranial nerve, Limb	hg38	chr5:92695381-92697490
Human	hs1041.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain, Midbrain, Neural tube	hg38	chr9:79395331-79396632
Human	hs1042.0	reference	Hsp68	random	e11.5	positive	Neural tube	hg38	chr20:39248171-39248957
Human	hs1043.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Neural tube	hg38	chr3:147407359-147408549
Human	hs1043.0	reference	Shh	targeted (H11)	e11.5	positive	Hindbrain, Neural tube	hg38	chr3:147407359-147408549
Human	hs1045.0	reference	Hsp68	random	e11.5	negative		hg38	chr1:38353499-38354905
Human	hs1047.0	reference	Hsp68	random	e11.5	negative		hg38	chr18:78249581-78250891
Human	hs1049.0	reference	Hsp68	random	e11.5	positive	Other	hg38	chr5:92979074-92980376
Human	hs1050.0	reference	Hsp68	random	e11.5	positive	Forebrain, Other	hg38	chr4:108610752-108612309
Human	hs1050.0	reference	Hsp68	random	e13.5	positive	Ear, Eye, Forebrain, Limb, Midbrain, Other	hg38	chr4:108610752-108612309
Human	hs1052.0	reference	Hsp68	random	e11.5	positive	Branchial arch, Cranial nerve, Dorsal root ganglion, Forebrain, Other	hg38	chr6:18536397-18538036
Human	hs1053.0	reference	Hsp68	random	e11.5	negative		hg38	chr18:24559953-24561227
Human	hs1054.0	reference	Hsp68	random	e11.5	negative		hg38	chr6:97813773-97815241
Human	hs1055.0	reference	Hsp68	random	e11.5	negative		hg38	chr1:87937138-87939205
Human	hs1056.0	reference	Hsp68	random	e11.5	positive	Forebrain, Midbrain, Neural tube	hg38	chr18:78721722-78723257
Human	hs1056.0	reference	Hsp68	random	e12.5	positive	Forebrain, Hindbrain, Midbrain	hg38	chr18:78721722-78723257
Human	hs1056.0	reference	Hsp68	random	e13.5	positive	Facial mesenchyme, Forebrain, Hindbrain, Midbrain, Neural tube	hg38	chr18:78721722-78723257
Human	hs1057.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:59661565-59664341
Human	hs1058.0	reference	Hsp68	random	e11.5	negative		hg38	chr1:87717971-87719278
Human	hs1059.0	reference	Hsp68	random	e11.5	negative		hg38	chr6:97501082-97502022
Human	hs1060.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain	hg38	chr5:93278156-93281138
Human	hs1062.0	reference	Hsp68	random	e11.5	negative		hg38	chr14:29491285-29492799
Human	hs1063.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:58630545-58631821
Human	hs1064.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain	hg38	chr14:28756869-28758467
Human	hs1066.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain, Midbrain	hg38	chr2:63048560-63049968
Human	hs1067.0	reference	Hsp68	random	e11.5	positive	Dorsal root ganglion, Limb	hg38	chr2:58748603-58749980
Human	hs1068.0	reference	Hsp68	random	e11.5	negative		hg38	chr1:88376052-88377408
Human	hs1069.0	reference	Hsp68	random	e11.5	negative		hg38	chr7:114412045-114413348
Human	hs1071.0	reference	Hsp68	random	e11.5	positive	Ear	hg38	chr2:58572594-58573472
Human	hs1072.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:59828493-59829835
Human	hs1074.0	reference	Hsp68	random	e11.5	negative		hg38	chr9:79504182-79505940
Human	hs1075.0	reference	Hsp68	random	e11.5	negative		hg38	chr14:27929357-27931415
Human	hs1076.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:58468684-58470188
Human	hs1077.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:58975141-58976264
Human	hs1078.0	reference	Hsp68	random	e11.5	positive	Cranial nerve, Forebrain, Hindbrain, Midbrain, Neural tube	hg38	chr9:79609170-79611842
Human	hs1079.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Midbrain, Neural tube	hg38	chr5:92805804-92807830
Human	hs1080.0	reference	Hsp68	random	e11.5	positive	Ear	hg38	chr7:114621018-114623034
Human	hs1081.0	reference	Hsp68	random	e11.5	positive	Hindbrain	hg38	chr6:98454158-98456640
Human	hs1082.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Neural tube	hg38	chr11:31794904-31796873
Human	hs1083.0	reference	Hsp68	random	e11.5	negative		hg38	chr18:78304036-78305306
Human	hs1084.0	reference	Hsp68	random	e11.5	negative		hg38	chr5:92429311-92430422
Human	hs1085.0	reference	Hsp68	random	e11.5	positive	Forebrain, Midbrain, Neural tube	hg38	chr6:98641485-98643167
Human	hs1086.0	reference	Hsp68	random	e11.5	positive	Hindbrain	hg38	chr20:40705542-40706419
Human	hs1086.0	reference	Shh	targeted (H11)	e11.5	positive	Hindbrain	hg38	chr20:40705542-40706419
Human	hs1087.0	reference	Hsp68	random	e11.5	negative		hg38	chr10:117732425-117733626
Human	hs1088.0	reference	Hsp68	random	e11.5	negative		hg38	chr18:25189148-25190615
Human	hs1090.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:58584340-58585770
Human	hs1092.0	reference	Hsp68	random	e11.5	positive	Forebrain	hg38	chr3:71104405-71105902
Human	hs1093.0	reference	Hsp68	random	e11.5	positive	Midbrain	hg38	chr2:103175870-103177361
Human	hs1094.0	reference	Hsp68	random	e11.5	negative		hg38	chr6:18662559-18663807
Human	hs1095.0	reference	Hsp68	random	e11.5	negative		hg38	chr9:125877886-125879048
Human	hs1097.0	reference	Hsp68	random	e11.5	negative		hg38	chr15:37079528-37080936
Human	hs1098.0	reference	Hsp68	random	e11.5	negative		hg38	chr1:38326326-38327661
Human	hs1099.0	reference	Hsp68	random	e11.5	negative		hg38	chr9:125844240-125846071
Human	hs1100.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain, Midbrain, Other	hg38	chr6:41592979-41594337
Human	hs1101.0	reference	Hsp68	random	e11.5	negative		hg38	chr20:40844008-40845062
Human	hs1102.0	reference	Hsp68	random	e11.5	positive	Branchial arch	hg38	chr9:125760596-125763163
Human	hs1103.0	reference	Hsp68	random	e11.5	negative		hg38	chr9:125972879-125973895
Human	hs1104.0	reference	Hsp68	random	e11.5	negative		hg38	chr18:25077427-25078824
Human	hs1105.0	reference	Hsp68	random	e11.5	negative		hg38	chr1:38029017-38030016
Human	hs1106.0	reference	Hsp68	random	e11.5	negative		hg38	chr6:98124522-98125904
Human	hs1107.0	reference	Hsp68	random	e11.5	positive	Dorsal root ganglion	hg38	chr1:88220393-88222057
Human	hs1108.0	reference	Hsp68	random	e11.5	negative		hg38	chr9:126182775-126184138
Human	hs1109.0	reference	Hsp68	random	e11.5	positive	Limb	hg38	chr5:92605215-92606335
Human	hs1110.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:66283424-66284663
Human	hs1111.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:60288962-60290957
Human	hs1112.0	reference	Hsp68	random	e11.5	positive	Branchial arch, Forebrain, Hindbrain, Limb, Midbrain, Other	hg38	chr2:103292900-103294763
Human	hs1113.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:58721472-58722880
Human	hs1114.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Midbrain, Neural tube	hg38	chr12:102977571-102978832
Human	hs1115.0	reference	Hsp68	random	e11.5	positive	Midbrain	hg38	chr3:148288712-148290023
Human	hs1116.0	reference	Hsp68	random	e11.5	positive	Facial mesenchyme	hg38	chr3:71397676-71399658
Human	hs1117.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain, Neural tube	hg38	chr5:159081834-159083129
Human	hs1118.0	reference	Hsp68	random	e11.5	positive	Branchial arch, Forebrain	hg38	chr9:81552436-81553261
Human	hs1119.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Neural tube	hg38	chr2:59249469-59250820
Human	hs1120.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:59996714-59998044
Human	hs1121.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:104836515-104837711
Human	hs1122.0	reference	Hsp68	random	e11.5	positive	Eye	hg38	chr12:102951489-102952902
Human	hs1123.0	reference	Hsp68	random	e11.5	positive	Cranial nerve	hg38	chr5:159090777-159091906
Human	hs1124.0	reference	Hsp68	random	e11.5	negative		hg38	chr1:38161857-38163593
Human	hs1125.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:102931968-102933254
Human	hs1126.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:103959767-103960812
Human	hs1127.0	reference	Hsp68	random	e11.5	negative		hg38	chr14:27084580-27086455
Human	hs1128.0	reference	Hsp68	random	e11.5	positive	Forebrain	hg38	chr6:98381984-98383173
Human	hs1129.0	reference	Hsp68	random	e11.5	negative		hg38	chr15:36924792-36927400
Human	hs1130.0	reference	Hsp68	random	e11.5	positive	Limb	hg38	chr5:158162021-158163469
Human	hs1131.0	reference	Hsp68	random	e11.5	positive	Forebrain, Midbrain	hg38	chr2:104416035-104417987
Human	hs1132.0	reference	Hsp68	random	e11.5	negative		hg38	chr7:42392667-42393766
Human	hs1134.0	reference	Hsp68	random	e11.5	negative		hg38	chr1:87337732-87339529
Human	hs1135.0	reference	Hsp68	random	e11.5	negative		hg38	chr1:88129366-88130637
Human	hs1136.0	reference	Hsp68	random	e11.5	negative		hg38	chr1:164731022-164732285
Human	hs1137.0	reference	Hsp68	random	e11.5	negative		hg38	chr5:158800688-158802492
Human	hs1138.0	reference	Hsp68	random	e11.5	negative		hg38	chr18:25703515-25704831
Human	hs1139.0	reference	Hsp68	random	e11.5	positive	Hindbrain	hg38	chr1:38783085-38784457
Human	hs1140.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:104031858-104033791
Human	hs1141.0	reference	Hsp68	random	e11.5	negative		hg38	chr18:78310697-78311834
Human	hs1142.0	reference	Hsp68	random	e11.5	positive	Hindbrain	hg38	chr2:60627921-60629753
Human	hs1143.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:59076735-59077894
Human	hs1144.0	reference	Hsp68	random	e11.5	positive	Heart	hg38	chr1:164699355-164700586
Human	hs1145.0	reference	Hsp68	random	e11.5	negative		hg38	chr6:41469077-41470286
Human	hs1146.0	reference	Hsp68	random	e11.5	negative		hg38	chr5:93090840-93092727
Human	hs1147.0	reference	Hsp68	random	e11.5	positive	Cranial nerve, Dorsal root ganglion, Trigeminal V (ganglion, cranial)	hg38	chr2:103669000-103670334
Human	hs1148.0	reference	Hsp68	random	e11.5	positive	Limb	hg38	chr7:20979932-20981581
Human	hs1149.0	reference	Hsp68	random	e11.5	positive	Neural tube	hg38	chr3:71524456-71525389
Human	hs1150.0	reference	Hsp68	random	e11.5	positive	Eye	hg38	chr14:56952290-56954727
Human	hs1151.0	reference	Hsp68	random	e11.5	positive	Heart, Limb	hg38	chr14:53366739-53369492
Human	hs1151.0	reference	Hsp68	random	e14.5	positive	Ear, Eye, Facial mesenchyme, Limb	hg38	chr14:53366739-53369492
Human	hs1152.0	reference	Hsp68	random	e11.5	positive	Limb	hg38	chr2:58632862-58634539
Human	hs1153.0	reference	Hsp68	random	e11.5	positive	Branchial arch, Eye	hg38	chr5:92884141-92885426
Human	hs1154.0	reference	Hsp68	random	e11.5	negative		hg38	chr2:58976082-58977413
Human	hs1155.0	reference	Hsp68	random	e11.5	negative		hg38	chr5:92699786-92701254
